-79, 99, 0
-121, -227, 1
-151, 209, 2
-105, -242, 0
79, -189, 1
-104, -203, 4
98, -74, 2
1, 21, 1
-42, 127, 1
222, 110, 3
-2, -235, 4
-157, 166, 0
208, 63, 5
130, 32, 2
-188, 36, 0
76, 43, 0
-236, 78, 3
47, 19, 3
176, 147, 4
205, -63, 5
-115, -84, 3
-93, -68, 2
67, 154, 5
-220, 230, 2
-138, -100, 3
130, 126, 0
-59, -244, 0
39, 178, 3
157, -225, 4
189, 214, 3
-239, 88, 2
233, -84, 1
-49, -230, 0
40, 12, 4
-11, 14, 5
97, 38, 5
13, -196, 4
113, 3, 1
210, -179, 2
63, 194, 2
213, -216, 5
122, 60, 5
239, -183, 4
-140, 192, 0
-133, 215, 4
201, -173, 0
-118, -143, 4
114, 149, 4
-49, 177, 0
151, -89, 1
-58, 140, 0
106, 42, 3
-199, 235, 2
34, 247, 0
-192, -27, 3
-115, -225, 0
131, -216, 4
-203, -125, 2
-94, -52, 1
90, 59, 4
232, 108, 5
106, -3, 0
-82, -125, 5
-186, 187, 5
21, 115, 4
-250, 17, 3
-151, 226, 0
242, -121, 4
-55, -161, 5
-250, -241, 2
151, -169, 5
187, -103, 1
-161, 219, 5
221, 19, 4
164, -201, 1
-136, -50, 5
48, 179, 2
-201, -152, 4
40, -118, 2
173, 40, 0
-160, -196, 3
-199, -141, 5
171, 194, 0
-1, -110, 3
204, 221, 3
-49, 111, 5
245, -32, 2
-113, 243, 0
113, 107, 2
200, -30, 0
21, 139, 2
-151, 205, 3
177, 132, 0
-148, -93, 2
-22, 118, 2
-109, -202, 2
216, 147, 1
-108, 6, 2
170, 200, 2
242, -127, 5
-12, 143, 0
-106, -178, 1
26, 143, 3
-194, 130, 3
-184, -182, 2
-76, 121, 5
-141, -205, 1
97, 104, 3
-134, -156, 3
-28, -126, 1
80, 133, 5
242, 1, 2
-21, -9, 3
-250, 161, 3
-245, -88, 2
97, -243, 3
76, 98, 4
170, 144, 0
-91, -209, 0
2, -76, 1
109, -138, 5
-232, 47, 1
-107, -118, 1
-240, 241, 0
-14, -39, 3
-174, 48, 2
-196, -117, 1
-197, 136, 0
-217, -136, 4
178, 69, 4
-65, -135, 4
-38, -73, 1
120, -63, 1
222, -85, 5
-177, 241, 2
-237, 50, 0
30, 230, 0
-107, -48, 0
-130, 144, 5
80, -194, 2
76, 114, 4
235, 134, 3
84, -79, 3
176, 247, 1
229, 173, 1
180, 18, 1
-8, -145, 3
68, 238, 1
172, 91, 2
38, -79, 5
-178, 159, 1
124, 69, 2
-81, -245, 1
-118, -206, 4
-202, -60, 4
10, 96, 3
-6, 213, 5
-82, 249, 4
221, -196, 0
-210, -83, 3
-73, -237, 1
-24, -20, 2
64, -223, 1
15, 35, 5
-74, -112, 0
98, 142, 0
6, -31, 4
-66, -84, 3
-134, -237, 3
50, 206, 2
85, -225, 3
57, 87, 3
-192, 156, 0
-59, -241, 0
-203, -122, 3
4, -146, 2
202, -84, 0
-127, -109, 0
28, -29, 5
44, -185, 5
16, -153, 3
-188, -234, 2
-114, 158, 3
244, -13, 1
98, 98, 4
-164, -245, 4
88, 150, 1
109, -237, 1
65, 176, 3
-175, -111, 2
-19, 204, 0
-7, 33, 2
-53, -236, 1
151, 177, 3
238, -8, 4
-172, -129, 1
-101, -44, 1
-191, 49, 4
-142, -113, 5
-24, -100, 2
-113, -159, 0
249, 225, 3
-118, 191, 4
-128, 141, 0
-47, 98, 3
-194, -54, 2
131, -236, 4
181, -85, 4
81, -154, 5
60, 134, 4
-197, 211, 5
121, -182, 1
-4, -125, 2
-68, 172, 5
198, 70, 4
-209, -215, 2
74, -215, 3
192, -206, 5
-52, -196, 1
-25, -103, 2
-182, 37, 5
-218, -147, 4
-136, -236, 5
99, -227, 1
-168, -209, 4
69, -170, 0
160, 25, 4
28, 164, 3
-235, -90, 4
188, -51, 3
17, 227, 5
-211, 22, 4
51, -141, 0
176, -112, 1
-21, 93, 4
-159, 234, 3
155, 164, 1
125, 214, 1
-87, -209, 4
-137, 77, 3
-74, 109, 2
129, -59, 2
67, 120, 3
-122, 32, 5
-152, 202, 2
29, 94, 4
1, 186, 4
167, -225, 5
-200, 159, 1
-191, -45, 4
-215, 30, 3
-142, 156, 0
-69, -28, 0
123, 169, 3
145, 154, 4
137, -228, 4
85, -136, 0
12, -183, 2
-102, -224, 2
79, 230, 1
110, 173, 2
107, 117, 3
-211, 50, 3
235, -53, 4
-226, 7, 1
51, 138, 1
67, -235, 0
-152, -229, 3
50, -165, 1
-33, 20, 2
-187, 228, 0
-17, 36, 5
-122, -45, 0
133, 146, 0
86, 10, 4
-15, 104, 1
76, -156, 5
160, 245, 5
169, 106, 2
-204, 121, 5
172, 32, 4
-8, 2, 4
155, 195, 0
24, -58, 4
239, 106, 5
-23, -244, 3
-155, 175, 2
118, -162, 0
-141, 102, 0
63, -64, 0
52, -161, 4
-100, -244, 1
164, -78, 3
-87, 214, 1
-42, 203, 5
25, -186, 2
-67, 224, 3
176, 205, 3
-238, -74, 1
29, 175, 2
-10, 187, 0
236, 227, 1
-203, -115, 2
-124, -52, 4
213, -203, 1
198, -157, 3
-213, 128, 5
-123, 0, 0
-220, 222, 4
-195, 245, 4
140, -57, 2
-203, -184, 2
-107, -165, 0
-33, -185, 0
-65, 47, 0
-222, 201, 2
210, 90, 4
211, -10, 1
232, -248, 5
66, -104, 4
-123, -201, 2
86, 229, 2
-37, -156, 1
-199, 200, 0
-219, -212, 0
59, -97, 5
10, -131, 4
-24, -145, 2
-157, 33, 2
-196, -88, 2
53, 77, 0
51, -80, 2
-109, 143, 5
119, -236, 4
-210, 76, 0
179, -206, 5
-238, 83, 5
170, 211, 2
246, -121, 3
225, 38, 0
-192, 104, 1
-21, 249, 4
75, 127, 3
-106, 82, 4
-208, -82, 4
159, -141, 3
171, 196, 0
-8, -83, 3
128, 220, 4
166, 24, 2
70, 224, 0
-102, 117, 0
108, -26, 4
-19, 42, 5
190, 64, 1
-124, -52, 3
-109, 16, 0
241, 138, 5
147, 182, 0
58, 179, 2
-107, 108, 5
100, -54, 0
35, -66, 0
112, 152, 4
-140, 223, 2
-35, -102, 5
-9, -12, 0
71, -79, 0
94, 153, 5
-69, -107, 5
-172, -98, 3
18, 107, 1
-36, -188, 2
-13, 142, 3
-54, 148, 3
88, -74, 0
-160, 179, 4
1, -220, 2
-75, 212, 2
18, 44, 5
125, 249, 3
-78, 238, 3
11, 203, 0
241, -87, 5
-180, -166, 3
-48, 197, 2
237, 162, 3
19, 225, 2
36, 189, 5
194, -249, 1
143, -226, 0
-57, -127, 0
207, -185, 1
-138, -59, 0
168, 61, 2
-10, -124, 0
23, 147, 1
226, -154, 4
154, -83, 0
28, 77, 5
92, -193, 3
-209, -89, 1
8, -162, 0
-163, -57, 2
4, 20, 1
-123, 55, 3
-160, -76, 1
-30, -63, 1
-78, 55, 0
-204, -213, 5
-247, -128, 3
-32, -92, 2
241, 85, 3
-37, -73, 0
-102, -219, 5
-189, 60, 4
200, 144, 0
128, -99, 4
85, 107, 1
-52, -14, 5
-121, -201, 1
-33, 207, 5
-36, 223, 4
69, 17, 0
52, -21, 4
56, 176, 3
61, -91, 3
63, 195, 2
108, -120, 1
-207, -37, 2
-127, 87, 2
91, 235, 3
205, -183, 4
-247, -88, 1
2, -13, 5
-56, -123, 3
-128, -216, 2
-20, -47, 1
22, 21, 3
100, -139, 4
-195, -66, 3
-228, 65, 3
-83, 95, 1
-182, -154, 0
36, -74, 4
172, 144, 4
140, 98, 1
209, -93, 0
212, 53, 1
-49, 205, 4
189, -25, 2
-92, -111, 2
-97, -113, 3
12, 45, 5
-70, 226, 1
175, -113, 4
-16, -208, 2
41, 59, 1
-228, -114, 4
-71, 55, 2
173, 198, 5
-153, 194, 5
-219, -81, 2
-177, -154, 1
-112, -129, 4
53, -153, 4
79, 41, 3
76, 26, 4
-15, 183, 5
-139, 43, 1
184, -150, 1
-141, 121, 2
-230, -228, 4
221, -204, 5
-197, 242, 3
139, 178, 5
210, -210, 0
189, -192, 3
-135, 59, 2
-5, -11, 2
89, -209, 2
-73, 179, 0
-175, -87, 3
-57, 192, 1
-218, -128, 2
-60, 114, 3
227, 176, 2
86, 196, 5
32, 142, 3
-186, 246, 3
-93, -110, 2
-3, -70, 3
83, -28, 3
-53, -81, 1
-134, -25, 2
-100, -54, 4
70, -56, 3
-120, 46, 1
173, 231, 5
-215, 223, 4
-7, 37, 1
52, -7, 0
-138, -49, 3
139, 177, 1
124, -211, 5
51, -47, 3
146, 109, 0
45, -220, 4
-1, -179, 3
172, -120, 5
237, -185, 4
72, -66, 4
-161, -37, 4
-13, -198, 5
-63, 54, 3
-147, -132, 3
183, -190, 4
-124, -122, 0
-95, -168, 1
168, -13, 4
-236, 165, 2
97, -183, 4
-238, -81, 5
-21, 129, 3
-214, -58, 5
-66, -35, 4
-236, -119, 2
-221, 79, 5
14, -6, 3
4, -32, 1
-14, 198, 5
183, -207, 1
-235, -105, 1
-8, -151, 4
100, -179, 4
-102, -206, 2
100, 181, 4
-1, 173, 3
227, 115, 5
-186, -113, 4
-144, 102, 4
-69, 43, 4
55, -215, 5
0, 239, 2
-19, -127, 2
-141, -14, 0
-38, 86, 3
66, -43, 2
102, 138, 0
-121, -248, 2
-35, -38, 4
-95, 216, 1
211, -155, 4
-149, -168, 3
-185, -102, 0
-45, -12, 4
-14, 113, 0
-20, 92, 0
14, 248, 0
-248, -22, 0
1, -241, 0
247, -199, 2
-210, -247, 0
2, 199, 5
177, 188, 1
54, 229, 2
-131, 18, 3
-197, -109, 4
-143, -16, 4
-25, 210, 4
177, 5, 5
-208, -151, 1
127, 33, 5
183, -142, 4
-187, 59, 3
-181, -190, 5
-108, 125, 0
-201, 23, 0
-217, 216, 4
-14, 202, 4
226, 248, 1
227, 240, 3
187, -150, 1
75, -69, 5
-138, -34, 1
-183, -21, 1
-16, -70, 1
125, 83, 1
-229, -88, 1
189, -78, 3
177, -76, 4
230, -234, 3
203, -35, 5
-72, -167, 3
-137, -59, 2
-59, 52, 3
-26, 105, 1
85, -11, 5
239, -84, 0
127, 124, 1
-112, 30, 5
-183, -182, 0
248, 147, 1
-147, -40, 1
205, 171, 5
-85, -168, 5
89, -80, 5
6, -95, 1
227, 227, 0
104, 45, 0
-40, 93, 5
-172, -27, 2
177, -6, 1
-18, 192, 4
2, -116, 2
201, 193, 0
8, -221, 5
-210, 178, 4
161, 168, 3
1, 225, 0
-127, 199, 1
108, 72, 2
-15, -227, 4
213, -137, 1
-126, -186, 5
-241, 164, 1
-117, -118, 0
-110, 139, 5
-42, 185, 3
-185, -94, 1
0, -218, 3
248, 161, 5
233, 238, 2
-240, -41, 0
-212, -136, 4
142, -47, 4
-178, 187, 3
-192, -58, 0
108, -131, 3
-171, 72, 0
215, -34, 0
-204, 79, 0
110, 137, 3
-82, 164, 3
-18, -221, 0
112, -167, 1
212, -227, 3
152, 241, 3
-135, 6, 1
-122, -187, 5
68, 60, 4
-66, -61, 4
-243, -73, 0
30, 80, 1
246, 143, 1
-162, -31, 0
61, 235, 1
-108, -82, 3
-247, -52, 4
-125, 149, 1
-81, -16, 1
-114, -13, 3
101, 4, 3
-191, -129, 5
-73, 206, 4
132, -89, 5
-210, 145, 3
47, 215, 2
-18, -114, 5
-114, 184, 1
169, -48, 0
-201, 21, 4
-233, -172, 1
117, 247, 3
91, -137, 3
-50, 56, 4
-219, -220, 1
-30, 5, 4
71, 227, 4
-22, -152, 3
-41, -191, 2
-123, 12, 2
-205, 5, 3
-174, 109, 5
-183, 239, 2
-242, 158, 4
-89, 35, 3
-40, 229, 2
94, 124, 5
-221, 219, 2
130, 150, 1
94, -66, 4
-225, 111, 1
70, 141, 4
221, -110, 1
-141, 1, 3
170, 36, 2
-135, 217, 1
-151, -62, 3
-20, 144, 2
-182, 135, 0
72, -223, 0
206, -205, 0
116, -6, 2
-188, 143, 4
-54, -132, 2
202, -140, 2
218, 112, 3
-198, -105, 5
-128, 116, 3
-200, -224, 4
135, 232, 1
219, 70, 2
-149, 19, 1
-43, 4, 2
-185, 163, 3
-238, 152, 2
-74, 5, 1
-158, -137, 1
171, -246, 3
161, 133, 4
-239, 110, 4
-168, 100, 2
77, -27, 2
123, -227, 2
184, -176, 2
61, 72, 5
-39, -61, 5
-161, 154, 1
-129, 160, 5
-27, -158, 5
-11, -86, 2
156, -238, 1
219, -63, 0
101, -248, 0
-143, 123, 1
-203, -123, 5
-197, 6, 4
-32, 219, 1
116, -190, 5
-119, -61, 2
62, 181, 2
-241, 43, 0
42, -97, 1
184, -149, 3
73, 58, 4
-166, 100, 3
-29, 77, 2
-23, 41, 1
143, 22, 4
-191, -187, 3
36, -135, 0
136, -190, 1
-184, -218, 4
117, -188, 0
177, -212, 1
-180, 14, 5
-208, -141, 1
-22, 135, 0
92, -238, 3
106, 174, 2
-57, 186, 4
26, -94, 2
-158, 162, 5
-63, 16, 0
39, -31, 3
-49, -163, 2
209, -214, 4
211, 144, 2
248, 221, 2
63, -174, 1
-55, -72, 5
-246, -3, 1
87, -151, 3
23, -84, 2
195, -52, 3
36, 37, 4
-3, 197, 3
-177, -181, 3
200, -142, 2
-68, 27, 3
-108, -20, 4
212, 24, 4
-166, 224, 4
40, -217, 1
10, -160, 1
77, -152, 3
-13, 197, 5
-132, 91, 0
-34, 126, 4
-171, 29, 3
103, 192, 5
234, 201, 1
164, -187, 5
113, 190, 4
-21, -177, 1
102, -68, 1
63, 109, 0
-137, 141, 1
-196, 193, 5
33, 125, 3
154, 73, 0
-239, -106, 1
105, -77, 3
21, 240, 3
248, -141, 2
2, -225, 1
139, 216, 1
-69, 16, 1
-175, -168, 3
27, 7, 3
-45, -73, 4
-100, -131, 1
-129, -220, 5
-91, -204, 2
62, -83, 2
3, -205, 5
190, 209, 0
-10, 57, 1
129, 177, 5
-115, -148, 5
-111, 14, 5
-231, 236, 2
118, 20, 5
80, -21, 0
-63, -69, 5
245, -11, 4
-100, -41, 0
197, 27, 5
212, 96, 3
-225, 29, 5
-217, 23, 3
-56, -47, 5
-217, -1, 5
-239, 54, 5
120, 247, 1
162, 245, 2
-64, -124, 1
190, 200, 1
161, -91, 4
-238, -192, 0
40, 44, 0
166, -236, 4
216, -212, 3
122, -1, 0
-3, -167, 5
159, -38, 5
-25, 11, 4
145, 140, 4
-120, -15, 0
-82, 246, 5
44, 7, 4
14, -96, 1
-94, -149, 5
93, 155, 2
-150, -77, 1
-69, -88, 1
104, -29, 5
246, -44, 2
104, 124, 5
-228, -160, 3
129, -2, 5
193, -137, 3
-175, -36, 1
-37, -214, 1
-107, -171, 0
208, -156, 0
226, 43, 1
1, 167, 2
-156, -77, 3
-32, -36, 1
-3, -58, 4
164, -127, 4
-170, -225, 1
-136, -220, 1
-29, -235, 1
12, -82, 1
249, 124, 0
201, -44, 5
169, -197, 1
41, 181, 3
132, -52, 2
188, -96, 2
-209, 129, 1
30, 231, 1
208, -140, 0
144, 130, 1
-6, -1, 1
52, 72, 2
-107, -151, 2
-95, 139, 5
-123, 171, 0
5, -197, 3
-168, 60, 5
198, 60, 5
-197, -39, 3
-153, -172, 1
-30, -188, 2
128, -243, 0
-121, -23, 1
242, -122, 4
-120, 25, 3
35, 222, 5
-56, -132, 5
114, -9, 0
-69, 106, 5
106, 192, 5
-136, 49, 0
-228, -71, 1
-168, -11, 2
84, 156, 1
-167, -248, 4
-80, 89, 5
107, -58, 2
-115, 139, 2
-116, -119, 4
103, 153, 4
-160, 114, 0
115, -126, 3
-45, 47, 5
86, 182, 1
-134, 13, 2
-47, -119, 3
-119, -144, 3
182, -39, 2
215, 210, 5
242, -119, 3
-8, 37, 0
-120, 33, 2
108, 72, 2
116, 141, 1
67, 11, 4
-67, -241, 5
-160, 210, 0
